stage,cluster,contrast,cell_type,gene,dataset_support,mean_auc,min_auc,max_auc,eligible_datasets,support_fraction,rank
III-IV,2,normal-vs-normal,NK cell,CTSW,2,0.7715738417952356,0.7402574162044462,0.8028902673860249,2,1.0,8
III-IV,2,normal-vs-normal,NK cell,GZMB,2,0.7696496616911834,0.7071409736731359,0.832158349709231,2,1.0,9
III-IV,2,normal-vs-normal,NK cell,GZMA,2,0.7616923996380038,0.6970351534951955,0.826349645780812,2,1.0,10
III-IV,2,normal-vs-normal,NK cell dividing,GNLY,1,0.9555746814642379,0.9555746814642379,0.9555746814642379,1,1.0,1
III-IV,2,normal-vs-normal,NK cell dividing,GZMA,1,0.9505684121095027,0.9505684121095027,0.9505684121095027,1,1.0,2
III-IV,2,normal-vs-normal,NK cell dividing,KRT86,1,0.9177503258930855,0.9177503258930855,0.9177503258930855,1,1.0,3
III-IV,2,normal-vs-normal,NK cell dividing,NKG7,1,0.9158861741105407,0.9158861741105407,0.9158861741105407,1,1.0,4
III-IV,2,normal-vs-normal,NK cell dividing,CD7,1,0.9105201336479982,0.9105201336479982,0.9105201336479982,1,1.0,5
III-IV,2,normal-vs-normal,NK cell dividing,CTSW,1,0.9067360291747636,0.9067360291747636,0.9067360291747636,1,1.0,6
III-IV,2,normal-vs-normal,NK cell dividing,TRDC,1,0.9057025876461045,0.9057025876461045,0.9057025876461045,1,1.0,7
III-IV,2,normal-vs-normal,NK cell dividing,IL2RB,1,0.8771368952775497,0.8771368952775497,0.8771368952775497,1,1.0,8
III-IV,2,normal-vs-normal,NK cell dividing,KLRC1,1,0.8761529891281945,0.8761529891281945,0.8761529891281945,1,1.0,9
III-IV,2,normal-vs-normal,NK cell dividing,CD96,1,0.8685973107213364,0.8685973107213364,0.8685973107213364,1,1.0,10
III-IV,2,normal-vs-normal,Neutrophils,CXCL8,1,0.9559868121970918,0.9559868121970918,0.9559868121970918,1,1.0,1
III-IV,2,normal-vs-normal,Neutrophils,NAMPT,1,0.9494268074334545,0.9494268074334545,0.9494268074334545,1,1.0,2
III-IV,2,normal-vs-normal,Neutrophils,CSF3R,1,0.9361649739105803,0.9361649739105803,0.9361649739105803,1,1.0,3
III-IV,2,normal-vs-normal,Neutrophils,BCL2A1,1,0.9307879178395768,0.9307879178395768,0.9307879178395768,1,1.0,4
III-IV,2,normal-vs-normal,Neutrophils,SLC25A37,1,0.9270381412884149,0.9270381412884149,0.9270381412884149,1,1.0,5
III-IV,2,normal-vs-normal,Neutrophils,SOD2,1,0.9244304560886583,0.9244304560886583,0.9244304560886583,1,1.0,6
III-IV,2,normal-vs-normal,Neutrophils,G0S2,1,0.9219698226551862,0.9219698226551862,0.9219698226551862,1,1.0,7
III-IV,2,normal-vs-normal,Neutrophils,FCGR3B,1,0.9045680997451562,0.9045680997451562,0.9045680997451562,1,1.0,8
III-IV,2,normal-vs-normal,Neutrophils,AQP9,1,0.9027434900443705,0.9027434900443705,0.9027434900443705,1,1.0,9
III-IV,2,normal-vs-normal,Neutrophils,FTH1,1,0.8713646965056789,0.8713646965056789,0.8713646965056789,1,1.0,10
III-IV,2,normal-vs-normal,Plasma cell,XBP1,1,0.9929422516253613,0.9929422516253613,0.9929422516253613,1,1.0,1
III-IV,2,normal-vs-normal,Plasma cell,SSR4,1,0.9827026542090699,0.9827026542090699,0.9827026542090699,1,1.0,2
III-IV,2,normal-vs-normal,Plasma cell,MZB1,1,0.9646239679662316,0.9646239679662316,0.9646239679662316,1,1.0,3
III-IV,2,normal-vs-normal,Plasma cell,JCHAIN,1,0.9612451476011572,0.9612451476011572,0.9612451476011572,1,1.0,4
III-IV,2,normal-vs-normal,Plasma cell,DERL3,1,0.9396378764463545,0.9396378764463545,0.9396378764463545,1,1.0,5
III-IV,2,normal-vs-normal,Plasma cell,IGKC,1,0.93554508278213,0.93554508278213,0.93554508278213,1,1.0,6
III-IV,2,normal-vs-normal,Plasma cell,SEC11C,1,0.9276514446374229,0.9276514446374229,0.9276514446374229,1,1.0,7
III-IV,2,normal-vs-normal,Plasma cell,FKBP11,1,0.9244908466994016,0.9244908466994016,0.9244908466994016,1,1.0,8
III-IV,2,normal-vs-normal,Plasma cell,SLAMF7,1,0.9112129433001391,0.9112129433001391,0.9112129433001391,1,1.0,9
III-IV,2,normal-vs-normal,Plasma cell,CD79A,1,0.9091723163924024,0.9091723163924024,0.9091723163924024,1,1.0,10
III-IV,2,normal-vs-normal,Plasma cell dividing,HERPUD1,1,0.9853488052114199,0.9853488052114199,0.9853488052114199,1,1.0,1
III-IV,2,normal-vs-normal,Plasma cell dividing,MZB1,1,0.9809310281514538,0.9809310281514538,0.9809310281514538,1,1.0,2
III-IV,2,normal-vs-normal,Plasma cell dividing,CLPTM1L,1,0.9801592599568664,0.9801592599568664,0.9801592599568664,1,1.0,3
III-IV,2,normal-vs-normal,Plasma cell dividing,JCHAIN,1,0.9765468962034691,0.9765468962034691,0.9765468962034691,1,1.0,4
III-IV,2,normal-vs-normal,Plasma cell dividing,FKBP11,1,0.974378764049207,0.974378764049207,0.974378764049207,1,1.0,5
III-IV,2,normal-vs-normal,Plasma cell dividing,DERL3,1,0.9730793084388009,0.9730793084388009,0.9730793084388009,1,1.0,6
III-IV,2,normal-vs-normal,Plasma cell dividing,SEC11C,1,0.9693468088253892,0.9693468088253892,0.9693468088253892,1,1.0,7
III-IV,2,normal-vs-normal,Plasma cell dividing,TMEM258,1,0.960159476750032,0.960159476750032,0.960159476750032,1,1.0,8
III-IV,2,normal-vs-normal,Plasma cell dividing,CD79A,1,0.9593033062430582,0.9593033062430582,0.9593033062430582,1,1.0,9
III-IV,2,normal-vs-normal,Plasma cell dividing,SSR2,1,0.9586151727646325,0.9586151727646325,0.9586151727646325,1,1.0,10
III-IV,2,normal-vs-normal,T cell CD4,TRAC,2,0.6924297210951889,0.6864572795421913,0.6984021626481866,2,1.0,1
III-IV,2,normal-vs-normal,T cell CD4,LTB,2,0.6855739547596346,0.6541217740952637,0.7170261354240054,2,1.0,2
III-IV,2,normal-vs-normal,T cell CD4,IL7R,1,0.7448910749484946,0.7448910749484946,0.7448910749484946,2,0.5,3
III-IV,2,normal-vs-normal,T cell CD4,SPOCK2,1,0.714811842191653,0.714811842191653,0.714811842191653,2,0.5,4
III-IV,2,normal-vs-normal,T cell CD4,CD3E,1,0.7072831783158355,0.7072831783158355,0.7072831783158355,2,0.5,5
III-IV,2,normal-vs-normal,T cell CD4,CD2,1,0.7072367363642176,0.7072367363642176,0.7072367363642176,2,0.5,6
III-IV,2,normal-vs-normal,T cell CD4,TRBC2,1,0.6808449801323757,0.6808449801323757,0.6808449801323757,2,0.5,7
III-IV,2,normal-vs-normal,T cell CD4,CD3D,1,0.6793707267493319,0.6793707267493319,0.6793707267493319,2,0.5,8
III-IV,2,normal-vs-normal,T cell CD4,TCF7,1,0.6776987671274989,0.6776987671274989,0.6776987671274989,2,0.5,9
III-IV,2,normal-vs-normal,T cell CD4,CD7,1,0.6637538483275142,0.6637538483275142,0.6637538483275142,2,0.5,10
III-IV,2,normal-vs-normal,T cell CD4 dividing,IL2RG,2,0.893148167447445,0.8480600998621486,0.9382362350327413,2,1.0,1
III-IV,2,normal-vs-normal,T cell CD4 dividing,TRAC,2,0.8927396105510363,0.8689012193834125,0.9165780017186601,2,1.0,2
III-IV,2,normal-vs-normal,T cell CD4 dividing,RAC2,2,0.8845033209422235,0.8066310976950164,0.9623755441894305,2,1.0,3
III-IV,2,normal-vs-normal,T cell CD4 dividing,CORO1A,2,0.8735769534856781,0.8098365716213821,0.937317335349974,2,1.0,4
III-IV,2,normal-vs-normal,T cell CD4 dividing,CD2,2,0.8695912188324071,0.855694062652086,0.8834883750127281,2,1.0,5
III-IV,2,normal-vs-normal,T cell CD4 dividing,TUBA1B,2,0.8557962835363107,0.8290396017044958,0.8825529653681256,2,1.0,6
III-IV,2,normal-vs-normal,T cell CD4 dividing,STMN1,2,0.8536303603839954,0.8523716338814538,0.854889086886537,2,1.0,7
III-IV,2,normal-vs-normal,T cell CD4 dividing,TRBC2,2,0.8494391323738677,0.8331640191350318,0.8657142456127036,2,1.0,8
III-IV,2,normal-vs-normal,T cell CD4 dividing,CD3D,2,0.8450511195200145,0.8289827797041435,0.8611194593358857,2,1.0,9
III-IV,2,normal-vs-normal,T cell CD4 dividing,CD3E,2,0.8439746683626339,0.8131406871643075,0.8748086495609602,2,1.0,10
III-IV,2,normal-vs-normal,T cell CD8 activated,IL7R,2,0.7923255699805032,0.7368078961946478,0.8478432437663586,2,1.0,1
III-IV,2,normal-vs-normal,T cell CD8 activated,ZFP36,2,0.7618644188513779,0.6779539983020032,0.8457748394007525,2,1.0,2
III-IV,2,normal-vs-normal,T cell CD8 activated,CD2,2,0.7341976401671826,0.6605010802696838,0.8078942000646815,2,1.0,3
III-IV,2,normal-vs-normal,T cell CD8 activated,JUN,2,0.7327057804987371,0.6826549886011279,0.7827565723963463,2,1.0,4
III-IV,2,normal-vs-normal,T cell CD8 activated,ZFP36L2,2,0.7196942101885891,0.6869445857696906,0.7524438346074876,2,1.0,5
III-IV,2,normal-vs-normal,T cell CD8 activated,CCL5,2,0.6728002688733575,0.6545265684466254,0.6910739693000897,2,1.0,6
III-IV,2,normal-vs-normal,T cell CD8 activated,CAMK4,2,0.6591136820310574,0.6517327612272308,0.6664946028348839,2,1.0,7
III-IV,2,normal-vs-normal,T cell CD8 activated,CXCR4,1,0.962721148756473,0.962721148756473,0.962721148756473,2,0.5,8
III-IV,2,normal-vs-normal,T cell CD8 activated,CITED2,1,0.9200983645262549,0.9200983645262549,0.9200983645262549,2,0.5,9
III-IV,2,normal-vs-normal,T cell CD8 activated,CD69,1,0.8597434704652817,0.8597434704652817,0.8597434704652817,2,0.5,10
III-IV,2,normal-vs-normal,T cell CD8 dividing,STMN1,2,0.9202809466170832,0.8742899340196989,0.9662719592144674,2,1.0,1
III-IV,2,normal-vs-normal,T cell CD8 dividing,HMGN2,2,0.9052581280443982,0.8568838880477707,0.9536323680410257,2,1.0,2
III-IV,2,normal-vs-normal,T cell CD8 dividing,HMGB2,2,0.9039433389861311,0.8695446768588045,0.9383420011134577,2,1.0,3
III-IV,2,normal-vs-normal,T cell CD8 dividing,GZMA,2,0.9033780621058545,0.8739811415789792,0.9327749826327296,2,1.0,4
III-IV,2,normal-vs-normal,T cell CD8 dividing,GZMB,2,0.8969545712236343,0.8633136566547848,0.9305954857924839,2,1.0,5
III-IV,2,normal-vs-normal,T cell CD8 dividing,NKG7,2,0.8641160782841906,0.8559482764634058,0.8722838801049755,2,1.0,6
III-IV,2,normal-vs-normal,T cell CD8 dividing,HNRNPA2B1,2,0.8615246469135966,0.8044041887069873,0.9186451051202061,2,1.0,7
III-IV,2,normal-vs-normal,T cell CD8 dividing,TYMS,2,0.8490314149086375,0.8417435947984712,0.8563192350188038,2,1.0,8
III-IV,2,normal-vs-normal,T cell CD8 dividing,PCLAF,2,0.8459908857424703,0.7266091782220944,0.9653725932628462,2,1.0,9
III-IV,2,normal-vs-normal,T cell CD8 dividing,CCL5,2,0.8403725733725582,0.7901370940552026,0.8906080526899139,2,1.0,10
III-IV,2,normal-vs-normal,T cell CD8 effector memory,CCL5,2,0.8335270290399954,0.8135050660921138,0.8535489919878771,2,1.0,1
III-IV,2,normal-vs-normal,T cell CD8 effector memory,GZMA,2,0.7260460411071021,0.7130294409781366,0.7390626412360677,2,1.0,2
III-IV,2,normal-vs-normal,T cell CD8 effector memory,CD2,2,0.7174672978140031,0.7138905805521921,0.721044015075814,2,1.0,3
III-IV,2,normal-vs-normal,T cell CD8 effector memory,CD3E,2,0.7002359301199178,0.6941792171771336,0.706292643062702,2,1.0,4
III-IV,2,normal-vs-normal,T cell CD8 effector memory,TRAC,2,0.695305838257462,0.678167165738483,0.7124445107764408,2,1.0,5
III-IV,2,normal-vs-normal,T cell CD8 effector memory,CD8A,2,0.6951531588585056,0.6827993010535617,0.7075070166634496,2,1.0,6
III-IV,2,normal-vs-normal,T cell CD8 effector memory,TRBC2,2,0.6762081567824348,0.6520079257658764,0.7004083877989933,2,1.0,7
III-IV,2,normal-vs-normal,T cell CD8 effector memory,IL32,2,0.6714019343961176,0.6674430014245829,0.6753608673676523,2,1.0,8
III-IV,2,normal-vs-normal,T cell CD8 effector memory,NKG7,2,0.6610105107108698,0.6570492788657833,0.6649717425559563,2,1.0,9
III-IV,2,normal-vs-normal,T cell CD8 effector memory,CD3D,1,0.7949780207551442,0.7949780207551442,0.7949780207551442,2,0.5,10
III-IV,2,normal-vs-normal,T cell CD8 naive,GIMAP7,2,0.8388928444541224,0.7673934283265287,0.910392260581716,2,1.0,1
III-IV,2,normal-vs-normal,T cell CD8 naive,CD3E,2,0.7628702589399194,0.6985518882755027,0.8271886296043363,2,1.0,2
III-IV,2,normal-vs-normal,T cell CD8 naive,GZMM,2,0.7251206275392061,0.6659957474940362,0.784245507584376,2,1.0,3
III-IV,2,normal-vs-normal,T cell CD8 naive,CCL5,2,0.7178638247110327,0.6717884292619487,0.7639392201601167,2,1.0,4
III-IV,2,normal-vs-normal,T cell CD8 naive,DNAJB1,2,0.7076484600864617,0.6943480587971699,0.7209488613757535,2,1.0,5
III-IV,2,normal-vs-normal,T cell CD8 naive,PTPRC,2,0.6961128577785676,0.6858600421809643,0.7063656733761708,2,1.0,6
III-IV,2,normal-vs-normal,T cell CD8 naive,CD3D,2,0.680598145226342,0.6752342072146422,0.6859620832380418,2,1.0,7
III-IV,2,normal-vs-normal,T cell CD8 naive,RPS27,2,0.6698979196308437,0.6527384380891657,0.6870574011725218,2,1.0,8
III-IV,2,normal-vs-normal,T cell CD8 naive,LAT,2,0.6652134872076159,0.6624994412412423,0.6679275331739895,2,1.0,9
III-IV,2,normal-vs-normal,T cell CD8 naive,GZMK,1,0.923177549552692,0.923177549552692,0.923177549552692,2,0.5,10
III-IV,2,normal-vs-normal,T cell CD8 terminally exhausted,CCL5,2,0.9017381408104643,0.8857916444757841,0.9176846371451445,2,1.0,1
III-IV,2,normal-vs-normal,T cell CD8 terminally exhausted,GZMA,2,0.869355595466385,0.819509894688363,0.919201296244407,2,1.0,2
III-IV,2,normal-vs-normal,T cell CD8 terminally exhausted,NKG7,2,0.8599076484620184,0.8265339336053426,0.8932813633186942,2,1.0,3
III-IV,2,normal-vs-normal,T cell CD8 terminally exhausted,GZMB,2,0.817719290181279,0.8099349499767271,0.8255036303858309,2,1.0,4
III-IV,2,normal-vs-normal,T cell CD8 terminally exhausted,CD8A,2,0.8082387925506547,0.8072130463015399,0.8092645387997696,2,1.0,5
III-IV,2,normal-vs-normal,T cell CD8 terminally exhausted,TRAC,2,0.8068063183212313,0.7943321431316382,0.8192804935108243,2,1.0,6
III-IV,2,normal-vs-normal,T cell CD8 terminally exhausted,CD3D,2,0.7651631205485548,0.7446315695934402,0.7856946715036695,2,1.0,7
III-IV,2,normal-vs-normal,T cell CD8 terminally exhausted,CD52,2,0.7619805811835793,0.6943109992617956,0.8296501631053629,2,1.0,8
III-IV,2,normal-vs-normal,T cell CD8 terminally exhausted,PRF1,2,0.756119774052215,0.7255865941153432,0.7866529539890869,2,1.0,9
III-IV,2,normal-vs-normal,T cell CD8 terminally exhausted,HCST,2,0.740908751596407,0.7277457613171182,0.7540717418756958,2,1.0,10
III-IV,2,normal-vs-normal,T cell NK-like,NKG7,2,0.898578318251537,0.8517837855094279,0.9453728509936461,2,1.0,1
III-IV,2,normal-vs-normal,T cell NK-like,FGFBP2,2,0.8879639078446215,0.873026386430651,0.902901429258592,2,1.0,2
III-IV,2,normal-vs-normal,T cell NK-like,GZMH,2,0.8793277122947292,0.8521717926854132,0.9064836319040452,2,1.0,3
III-IV,2,normal-vs-normal,T cell NK-like,GNLY,2,0.8355228573435081,0.8100355613666819,0.8610101533203344,2,1.0,4
III-IV,2,normal-vs-normal,T cell NK-like,CCL5,2,0.8330933937944043,0.8215584988967927,0.8446282886920159,2,1.0,5
III-IV,2,normal-vs-normal,T cell NK-like,CST7,2,0.7743280258246769,0.7332572006954465,0.8153988509539072,2,1.0,6
III-IV,2,normal-vs-normal,T cell NK-like,KLRD1,2,0.7658681971511968,0.7597009135533875,0.7720354807490061,2,1.0,7
III-IV,2,normal-vs-normal,T cell NK-like,CCL4,2,0.7466787970565458,0.6916991025622263,0.8016584915508652,2,1.0,8
III-IV,2,normal-vs-normal,T cell NK-like,CTSW,2,0.706268997573231,0.6987345793724232,0.7138034157740387,2,1.0,9
III-IV,2,normal-vs-normal,T cell NK-like,CD8A,1,0.8350676916626643,0.8350676916626643,0.8350676916626643,2,0.5,10
III-IV,2,normal-vs-normal,T cell regulatory,IL32,2,0.869137996484042,0.835964980993074,0.90231101197501,2,1.0,1
III-IV,2,normal-vs-normal,T cell regulatory,TRAC,2,0.8316245498507597,0.8283657792104532,0.8348833204910663,2,1.0,2
III-IV,2,normal-vs-normal,T cell regulatory,LTB,2,0.7810302542630579,0.7472743819108459,0.81478612661527,2,1.0,3
III-IV,2,normal-vs-normal,T cell regulatory,TRBC2,2,0.7664119252472306,0.7650859549585888,0.7677378955358725,2,1.0,4
III-IV,2,normal-vs-normal,T cell regulatory,CTLA4,2,0.763870518996844,0.7619973663582041,0.7657436716354837,2,1.0,5
III-IV,2,normal-vs-normal,T cell regulatory,SPOCK2,2,0.7504463495778956,0.6849715099195035,0.8159211892362876,2,1.0,6
III-IV,2,normal-vs-normal,T cell regulatory,TNFRSF4,2,0.7404152569519422,0.65937050907696,0.8214600048269243,2,1.0,7
III-IV,2,normal-vs-normal,T cell regulatory,TIGIT,2,0.7372749941025365,0.721108518676985,0.7534414695280881,2,1.0,8
III-IV,2,normal-vs-normal,T cell regulatory,CD7,2,0.7367594996532929,0.7165117093839477,0.7570072899226382,2,1.0,9
III-IV,2,normal-vs-normal,T cell regulatory,CD3D,2,0.72559577214347,0.6822767709933054,0.7689147732936346,2,1.0,10
III-IV,2,normal-vs-normal,cDC2,HLA-DPB1,1,0.9715190683747077,0.9715190683747077,0.9715190683747077,1,1.0,1
III-IV,2,normal-vs-normal,cDC2,HLA-DRA,1,0.9590688821472989,0.9590688821472989,0.9590688821472989,1,1.0,2
III-IV,2,normal-vs-normal,cDC2,HLA-DPA1,1,0.9518682676794579,0.9518682676794579,0.9518682676794579,1,1.0,3
III-IV,2,normal-vs-normal,cDC2,LST1,1,0.9283896402568881,0.9283896402568881,0.9283896402568881,1,1.0,4
III-IV,2,normal-vs-normal,cDC2,CD74,1,0.9212059168250399,0.9212059168250399,0.9212059168250399,1,1.0,5
III-IV,2,normal-vs-normal,cDC2,HLA-DMA,1,0.9209654106703952,0.9209654106703952,0.9209654106703952,1,1.0,6
III-IV,2,normal-vs-normal,cDC2,HLA-DQA2,1,0.9156486738739922,0.9156486738739922,0.9156486738739922,1,1.0,7
III-IV,2,normal-vs-normal,cDC2,HLA-DQB1,1,0.9148857368680559,0.9148857368680559,0.9148857368680559,1,1.0,8
III-IV,2,normal-vs-normal,cDC2,AIF1,1,0.8897399456432888,0.8897399456432888,0.8897399456432888,1,1.0,9
III-IV,2,normal-vs-normal,cDC2,HLA-DRB5,1,0.8896345650719106,0.8896345650719106,0.8896345650719106,1,1.0,10
III-IV,2,normal-vs-normal,myeloid dividing,CAPG,2,0.9604615918148134,0.9486351545490598,0.972288029080567,2,1.0,1
III-IV,2,normal-vs-normal,myeloid dividing,NPC2,2,0.9592422494486038,0.9392140130123442,0.9792704858848634,2,1.0,2
III-IV,2,normal-vs-normal,myeloid dividing,LAPTM5,2,0.9591882352605429,0.9376994011665941,0.9806770693544916,2,1.0,3
III-IV,2,normal-vs-normal,myeloid dividing,TUBA1B,2,0.9557086391347911,0.9485327727750068,0.9628845054945753,2,1.0,4
III-IV,2,normal-vs-normal,myeloid dividing,FCER1G,2,0.9497023294847236,0.9251535689447858,0.9742510900246611,2,1.0,5
III-IV,2,normal-vs-normal,myeloid dividing,TYROBP,2,0.9484179982802046,0.9208441317538674,0.9759918648065417,2,1.0,6
III-IV,2,normal-vs-normal,myeloid dividing,S100A11,2,0.9479500029170688,0.919333591755726,0.9765664140784115,2,1.0,7
III-IV,2,normal-vs-normal,myeloid dividing,ALOX5AP,2,0.94722226724281,0.9148527469895787,0.9795917874960413,2,1.0,8
III-IV,2,normal-vs-normal,myeloid dividing,AIF1,2,0.9467554698120273,0.9254651982111248,0.9680457414129297,2,1.0,9
III-IV,2,normal-vs-normal,myeloid dividing,C1QC,2,0.943949105231529,0.9030220136377692,0.9848761968252888,2,1.0,10
III-IV,2,tumor-vs-all,AT2,CXCL17,1,0.9999999999868482,0.9999999999868482,0.9999999999868482,1,1.0,1
III-IV,2,tumor-vs-all,AT2,NAPSA,1,0.9999999999868482,0.9999999999868482,0.9999999999868482,1,1.0,2
III-IV,2,tumor-vs-all,AT2,PIGR,1,0.9999999999868482,0.9999999999868482,0.9999999999868482,1,1.0,3
III-IV,2,tumor-vs-all,AT2,SFTPA1,1,0.9999999999868482,0.9999999999868482,0.9999999999868482,1,1.0,4
III-IV,2,tumor-vs-all,AT2,SFTPA2,1,0.9999999999868482,0.9999999999868482,0.9999999999868482,1,1.0,5
III-IV,2,tumor-vs-all,AT2,SFTPB,1,0.9999999999868482,0.9999999999868482,0.9999999999868482,1,1.0,6
III-IV,2,tumor-vs-all,AT2,WFDC2,1,0.9999999999868482,0.9999999999868482,0.9999999999868482,1,1.0,7
III-IV,2,tumor-vs-all,AT2,LTF,1,0.9999890470209849,0.9999890470209849,0.9999890470209849,1,1.0,8
III-IV,2,tumor-vs-all,AT2,SCGB3A2,1,0.9999890470209849,0.9999890470209849,0.9999890470209849,1,1.0,9
III-IV,2,tumor-vs-all,AT2,CYP2B7P,1,0.9999750747160094,0.9999750747160094,0.9999750747160094,1,1.0,10
III-IV,2,tumor-vs-all,Ciliated,CAPS,1,0.9917373976898028,0.9917373976898028,0.9917373976898028,1,1.0,1
III-IV,2,tumor-vs-all,Ciliated,C9orf24,1,0.9861842919053172,0.9861842919053172,0.9861842919053172,1,1.0,2
III-IV,2,tumor-vs-all,Ciliated,RSPH1,1,0.9852670117093757,0.9852670117093757,0.9852670117093757,1,1.0,3
III-IV,2,tumor-vs-all,Ciliated,PSENEN,1,0.9852650590986572,0.9852650590986572,0.9852650590986572,1,1.0,4
III-IV,2,tumor-vs-all,Ciliated,TPPP3,1,0.9848303040080334,0.9848303040080334,0.9848303040080334,1,1.0,5
III-IV,2,tumor-vs-all,Ciliated,C20orf85,1,0.9725814915254645,0.9725814915254645,0.9725814915254645,1,1.0,6
III-IV,2,tumor-vs-all,Ciliated,C5orf49,1,0.9724542948024028,0.9724542948024028,0.9724542948024028,1,1.0,7
III-IV,2,tumor-vs-all,Ciliated,FAM183A,1,0.9720507592172428,0.9720507592172428,0.9720507592172428,1,1.0,8
III-IV,2,tumor-vs-all,Ciliated,C9orf116,1,0.971404652062666,0.971404652062666,0.971404652062666,1,1.0,9
III-IV,2,tumor-vs-all,Ciliated,MORN2,1,0.9680805290845074,0.9680805290845074,0.9680805290845074,1,1.0,10
III-IV,2,tumor-vs-all,Tumor AT2_LUAD,MALAT1,1,0.9879785331619845,0.9879785331619845,0.9879785331619845,1,1.0,1
III-IV,2,tumor-vs-all,Tumor AT2_LUAD,FOXQ1,1,0.975852970998637,0.975852970998637,0.975852970998637,1,1.0,2
III-IV,2,tumor-vs-all,Tumor AT2_LUAD,ITGA2,1,0.9749211983151144,0.9749211983151144,0.9749211983151144,1,1.0,3
III-IV,2,tumor-vs-all,Tumor AT2_LUAD,HIST1H2BG,1,0.9699227162905804,0.9699227162905804,0.9699227162905804,1,1.0,4
III-IV,2,tumor-vs-all,Tumor AT2_LUAD,EPS8L2,1,0.9678224970505942,0.9678224970505942,0.9678224970505942,1,1.0,5
III-IV,2,tumor-vs-all,Tumor AT2_LUAD,WSB1,1,0.9650412220263839,0.9650412220263839,0.9650412220263839,1,1.0,6
III-IV,2,tumor-vs-all,Tumor AT2_LUAD,LCMT1,1,0.9645162312992072,0.9645162312992072,0.9645162312992072,1,1.0,7
III-IV,2,tumor-vs-all,Tumor AT2_LUAD,TRIM16,1,0.9631480182061792,0.9631480182061792,0.9631480182061792,1,1.0,8
III-IV,2,tumor-vs-all,Tumor AT2_LUAD,SLC25A37,1,0.9572444447823871,0.9572444447823871,0.9572444447823871,1,1.0,9
III-IV,2,tumor-vs-all,Tumor AT2_LUAD,INTS6,1,0.9531856404058408,0.9531856404058408,0.9531856404058408,1,1.0,10
III-IV,2,tumor-vs-all,Tumor EMT_mitotic,NDRG1,1,0.9238165791388734,0.9238165791388734,0.9238165791388734,1,1.0,1
III-IV,2,tumor-vs-all,Tumor EMT_mitotic,SLC2A1,1,0.9171068474963895,0.9171068474963895,0.9171068474963895,1,1.0,2
III-IV,2,tumor-vs-all,Tumor EMT_mitotic,ADM,1,0.9149374309438215,0.9149374309438215,0.9149374309438215,1,1.0,3
III-IV,2,tumor-vs-all,Tumor EMT_mitotic,MT2A,1,0.907463389871581,0.907463389871581,0.907463389871581,1,1.0,4
III-IV,2,tumor-vs-all,Tumor EMT_mitotic,LOX,1,0.9024502549617618,0.9024502549617618,0.9024502549617618,1,1.0,5
III-IV,2,tumor-vs-all,Tumor EMT_mitotic,PLOD2,1,0.882540635153046,0.882540635153046,0.882540635153046,1,1.0,6
III-IV,2,tumor-vs-all,Tumor EMT_mitotic,STC1,1,0.8816381193150281,0.8816381193150281,0.8816381193150281,1,1.0,7
III-IV,2,tumor-vs-all,Tumor EMT_mitotic,IL1R2,1,0.8570450678970126,0.8570450678970126,0.8570450678970126,1,1.0,8
III-IV,2,tumor-vs-all,Tumor EMT_mitotic,BASP1,1,0.8563779486450186,0.8563779486450186,0.8563779486450186,1,1.0,9
III-IV,2,tumor-vs-all,Tumor EMT_mitotic,ERO1A,1,0.8468186037776558,0.8468186037776558,0.8468186037776558,1,1.0,10
