stage,cluster,contrast,cell_type,gene,dataset_support,mean_auc,min_auc,max_auc,eligible_datasets,support_fraction,rank
I-II,0,normal-vs-normal,Plasma cell dividing,XBP1,6,0.9783420461851206,0.9483333477025135,0.9957385669064753,6,1.0,3
I-II,0,normal-vs-normal,Plasma cell dividing,HSP90B1,6,0.9671594375378962,0.9432035059604615,0.9965955269870735,6,1.0,4
I-II,0,normal-vs-normal,Plasma cell dividing,JCHAIN,6,0.9567441385780736,0.8766312041035257,0.992550530257986,6,1.0,5
I-II,0,normal-vs-normal,Plasma cell dividing,FKBP11,6,0.954493569987721,0.9207859588513421,0.9862865805348295,6,1.0,6
I-II,0,normal-vs-normal,Plasma cell dividing,PPIB,6,0.9523270049523321,0.9183122739327325,0.9680311486772898,6,1.0,7
I-II,0,normal-vs-normal,Plasma cell dividing,ISG20,6,0.9447019241687954,0.871828605243972,0.9850497217640615,6,1.0,8
I-II,0,normal-vs-normal,Plasma cell dividing,SDF2L1,6,0.9431961335453195,0.9031535254307259,0.9752626904010707,6,1.0,9
I-II,0,normal-vs-normal,Plasma cell dividing,SEC61G,6,0.9391294887417008,0.9118684812153841,0.9719358382336196,6,1.0,10
I-II,0,normal-vs-normal,Smooth muscle cell,TAGLN,11,0.9660148758027993,0.933082546510659,0.9976686464697997,11,1.0,1
I-II,0,normal-vs-normal,Smooth muscle cell,ACTA2,11,0.9524252716356073,0.8644626801237042,0.9916639246002966,11,1.0,2
I-II,0,normal-vs-normal,Smooth muscle cell,MYL9,11,0.9379324099584964,0.7935175465600063,0.9859649031385096,11,1.0,3
I-II,0,normal-vs-normal,Smooth muscle cell,MYH11,11,0.9068139657268123,0.8251428090806038,0.9986820971935177,11,1.0,4
I-II,0,normal-vs-normal,Smooth muscle cell,TPM2,11,0.9053488283944783,0.7094117983782665,0.9865176760479332,11,1.0,5
I-II,0,normal-vs-normal,Smooth muscle cell,IGFBP7,11,0.896268715339322,0.8329612313341662,0.9432875518924868,11,1.0,6
I-II,0,normal-vs-normal,Smooth muscle cell,DSTN,11,0.8943714686511913,0.7892019034594075,0.9833789140242203,11,1.0,7
I-II,0,normal-vs-normal,Smooth muscle cell,MYLK,11,0.8550126749290424,0.7167842857660865,0.9893150246100576,11,1.0,8
I-II,0,normal-vs-normal,Smooth muscle cell,SPARCL1,11,0.8418775056804241,0.6739345097490912,0.9312736270928509,11,1.0,9
I-II,0,normal-vs-normal,Smooth muscle cell,CAV1,11,0.8234091615471425,0.699958311727901,0.9574399213516931,11,1.0,10
I-II,0,normal-vs-normal,T cell CD4,IL7R,10,0.7996421651939486,0.7161546381549224,0.8726649149209442,11,0.9090909090909091,1
I-II,0,normal-vs-normal,T cell CD4,TRAC,10,0.7492071787928233,0.6593218351772254,0.8160658771134461,11,0.9090909090909091,2
I-II,0,normal-vs-normal,T cell CD4,CD3D,9,0.7328478204443536,0.6635694140181835,0.8337639303385045,11,0.8181818181818182,3
I-II,0,normal-vs-normal,T cell CD4,CD2,8,0.7319976609238502,0.6540592506501509,0.8158648540669161,11,0.7272727272727273,4
I-II,0,normal-vs-normal,T cell CD4,CXCR4,8,0.7279489700066865,0.6995047087037413,0.7630601423213411,11,0.7272727272727273,5
I-II,0,normal-vs-normal,T cell CD4,LTB,8,0.7262182397181933,0.6666398060470249,0.8208230880264145,11,0.7272727272727273,6
I-II,0,normal-vs-normal,T cell CD4,TRBC2,8,0.719634738833721,0.6510110538225077,0.7846606918070903,11,0.7272727272727273,7
I-II,0,normal-vs-normal,T cell CD4,CD3E,7,0.7515888558446705,0.67274857928355,0.8079886869499272,11,0.6363636363636364,8
I-II,0,normal-vs-normal,T cell CD4,SPOCK2,6,0.7268276267856989,0.6792443793707142,0.8151381133119295,11,0.5454545454545454,9
I-II,0,normal-vs-normal,T cell CD4,CD69,6,0.7132174866910618,0.6676668866716368,0.7647955519256922,11,0.5454545454545454,10
I-II,0,normal-vs-normal,T cell CD4 dividing,CD3D,11,0.8924771782286218,0.8131191312580979,0.9418104745174805,11,1.0,1
I-II,0,normal-vs-normal,T cell CD4 dividing,HMGB2,11,0.8858994644316848,0.709644626194648,0.9313996987595229,11,1.0,2
I-II,0,normal-vs-normal,T cell CD4 dividing,STMN1,11,0.8815109557235157,0.8368828216119015,0.9190711954445004,11,1.0,3
I-II,0,normal-vs-normal,T cell CD4 dividing,TRAC,11,0.8760034425007018,0.6505466376669106,0.9609371548761895,11,1.0,4
I-II,0,normal-vs-normal,T cell CD4 dividing,IL32,11,0.8462797691250316,0.6859732944796326,0.9334266569016543,11,1.0,5
I-II,0,normal-vs-normal,T cell CD4 dividing,TRBC2,11,0.8385714209886973,0.7950987479841534,0.9234548879847804,11,1.0,6
I-II,0,normal-vs-normal,T cell CD4 dividing,HMGN2,11,0.8379491396718218,0.7476139235846595,0.9063663492861664,11,1.0,7
I-II,0,normal-vs-normal,T cell CD4 dividing,TUBB,11,0.8232650347222932,0.7320426413311575,0.8939066130622578,11,1.0,8
I-II,0,normal-vs-normal,T cell CD4 dividing,GAPDH,11,0.8224958390283384,0.7231971376275045,0.9518631024276358,11,1.0,9
I-II,0,normal-vs-normal,T cell CD4 dividing,CD3G,11,0.8219847604831757,0.6891195250346289,0.9056713020680492,11,1.0,10
I-II,0,normal-vs-normal,T cell CD8 activated,IL7R,10,0.8562389343038139,0.7768395505793667,0.9237550392619474,10,1.0,1
I-II,0,normal-vs-normal,T cell CD8 activated,CXCR4,10,0.7975324890533673,0.6615691288010782,0.8936352018537895,10,1.0,2
I-II,0,normal-vs-normal,T cell CD8 activated,CD69,9,0.7720051174036615,0.6582612431439636,0.9134491956205396,10,0.9,3
I-II,0,normal-vs-normal,T cell CD8 activated,BTG1,9,0.7531970540044575,0.6773170548546988,0.8302230650648228,10,0.9,4
I-II,0,normal-vs-normal,T cell CD8 activated,ZFP36L2,9,0.7391234686969906,0.6653158235907198,0.782658354913327,10,0.9,5
I-II,0,normal-vs-normal,T cell CD8 activated,CD2,9,0.718533785536485,0.6529155040101363,0.7900705511375022,10,0.9,6
I-II,0,normal-vs-normal,T cell CD8 activated,TRAC,8,0.727955617635994,0.6934858845991234,0.7972741089411207,10,0.8,7
I-II,0,normal-vs-normal,T cell CD8 activated,CD3E,8,0.7183755037919859,0.6671307377740774,0.7822094952737276,10,0.8,8
I-II,0,normal-vs-normal,T cell CD8 activated,TNFAIP3,7,0.7653467652495792,0.692897576052123,0.8882899045070393,10,0.7,9
I-II,0,normal-vs-normal,T cell CD8 activated,CCL5,7,0.7250813895042716,0.6872038039862219,0.7758911639145817,10,0.7,10
I-II,0,normal-vs-normal,T cell CD8 dividing,CD3D,10,0.8983193781701908,0.7846156636567747,0.970137553484705,10,1.0,1
I-II,0,normal-vs-normal,T cell CD8 dividing,STMN1,10,0.8980993574091203,0.8643267576774891,0.9526808360548308,10,1.0,2
I-II,0,normal-vs-normal,T cell CD8 dividing,HMGB2,10,0.8977614035107896,0.8574232781650117,0.9588282990923005,10,1.0,3
I-II,0,normal-vs-normal,T cell CD8 dividing,CCL5,10,0.8886734146850752,0.7013350901181074,0.9575109178150489,10,1.0,4
I-II,0,normal-vs-normal,T cell CD8 dividing,NKG7,10,0.882914084233904,0.8349951524504687,0.9242255055028283,10,1.0,5
I-II,0,normal-vs-normal,T cell CD8 dividing,TRAC,10,0.8699094100568633,0.759482681972653,0.9474968755427441,10,1.0,6
I-II,0,normal-vs-normal,T cell CD8 dividing,HMGN2,10,0.85540989181633,0.8164870214764846,0.9201858458043352,10,1.0,7
I-II,0,normal-vs-normal,T cell CD8 dividing,CD8A,10,0.8543621480142358,0.7244573701957178,0.9390092907096924,10,1.0,8
I-II,0,normal-vs-normal,T cell CD8 dividing,TRBC2,10,0.8408179418035786,0.7562170587787143,0.9112069695104411,10,1.0,9
I-II,0,normal-vs-normal,T cell CD8 dividing,GZMB,10,0.8363938688435502,0.6622201886473251,0.9400988119830721,10,1.0,10
I-II,0,normal-vs-normal,T cell CD8 effector memory,CCL5,11,0.8630044025504181,0.8002074611300543,0.9297127007267872,11,1.0,1
I-II,0,normal-vs-normal,T cell CD8 effector memory,CD8A,10,0.7545051948611146,0.6551971195673781,0.836422831133452,11,0.9090909090909091,2
I-II,0,normal-vs-normal,T cell CD8 effector memory,GZMK,10,0.7475368389417862,0.7023214389385244,0.8722241134768479,11,0.9090909090909091,3
I-II,0,normal-vs-normal,T cell CD8 effector memory,CXCR4,10,0.7431752737233948,0.6557712165976165,0.7980337447578058,11,0.9090909090909091,4
I-II,0,normal-vs-normal,T cell CD8 effector memory,NKG7,10,0.7348810158711606,0.6584503730992283,0.8050182312139953,11,0.9090909090909091,5
I-II,0,normal-vs-normal,T cell CD8 effector memory,CD3D,9,0.7613934590199241,0.674292273957793,0.8462057506155224,11,0.8181818181818182,6
I-II,0,normal-vs-normal,T cell CD8 effector memory,GZMA,9,0.7527755005076908,0.6757859097108218,0.8070895989156602,11,0.8181818181818182,7
I-II,0,normal-vs-normal,T cell CD8 effector memory,CD2,9,0.741673262391928,0.6749368024578674,0.8667230637642903,11,0.8181818181818182,8
I-II,0,normal-vs-normal,T cell CD8 effector memory,TRAC,9,0.7410261722297727,0.6640324392099576,0.8092551416408128,11,0.8181818181818182,9
I-II,0,normal-vs-normal,T cell CD8 effector memory,TRBC2,9,0.7261276650040482,0.6567924951555872,0.8021722383006172,11,0.8181818181818182,10
I-II,0,normal-vs-normal,T cell CD8 naive,CCL5,11,0.8402017197625895,0.7680609925667267,0.9161144352730206,11,1.0,1
I-II,0,normal-vs-normal,T cell CD8 naive,TRBC2,11,0.7385321869544487,0.6822558287896545,0.8576359465561242,11,1.0,2
I-II,0,normal-vs-normal,T cell CD8 naive,CD3D,10,0.778098580312628,0.6830616811910416,0.8569960888032438,11,0.9090909090909091,3
I-II,0,normal-vs-normal,T cell CD8 naive,TRAC,10,0.7712137758865769,0.6630567385739072,0.9049732725915625,11,0.9090909090909091,4
I-II,0,normal-vs-normal,T cell CD8 naive,CD3E,10,0.7468733123348594,0.661122499250438,0.817638693179747,11,0.9090909090909091,5
I-II,0,normal-vs-normal,T cell CD8 naive,IL7R,9,0.7905418819182988,0.6835466044996998,0.8435087242410008,11,0.8181818181818182,6
I-II,0,normal-vs-normal,T cell CD8 naive,IL32,9,0.7511666518523901,0.683127075419296,0.8158036249264163,11,0.8181818181818182,7
I-II,0,normal-vs-normal,T cell CD8 naive,GZMK,9,0.7419884306580886,0.6588288070361055,0.8276524560614802,11,0.8181818181818182,8
I-II,0,normal-vs-normal,T cell CD8 naive,CD2,9,0.7372819456941344,0.7093861475429015,0.7923987354053468,11,0.8181818181818182,9
I-II,0,normal-vs-normal,T cell CD8 naive,CXCR4,8,0.7419316304302244,0.6591817159985337,0.7948598139366629,11,0.7272727272727273,10
I-II,0,normal-vs-normal,T cell CD8 terminally exhausted,CCL5,10,0.9095058402842271,0.8848339484900312,0.9275016641788465,10,1.0,1
I-II,0,normal-vs-normal,T cell CD8 terminally exhausted,CD3D,10,0.8686099878847641,0.7697761714597378,0.9021027668286427,10,1.0,2
I-II,0,normal-vs-normal,T cell CD8 terminally exhausted,GZMA,10,0.84802103071412,0.7529459348583902,0.9208139096149648,10,1.0,3
I-II,0,normal-vs-normal,T cell CD8 terminally exhausted,TRAC,10,0.8393346616463212,0.7877218002292355,0.9054956013822604,10,1.0,4
I-II,0,normal-vs-normal,T cell CD8 terminally exhausted,CD2,10,0.8384182580644559,0.7323868202178433,0.8869846767861788,10,1.0,5
I-II,0,normal-vs-normal,T cell CD8 terminally exhausted,CD8A,10,0.8245952088142922,0.6766654105092614,0.9198492471227866,10,1.0,6
I-II,0,normal-vs-normal,T cell CD8 terminally exhausted,NKG7,10,0.8245794720276025,0.7238314201791626,0.9064652060846362,10,1.0,7
I-II,0,normal-vs-normal,T cell CD8 terminally exhausted,GZMB,10,0.8103940612866329,0.7372604350222609,0.9095666951718989,10,1.0,8
I-II,0,normal-vs-normal,T cell CD8 terminally exhausted,TRBC2,10,0.7812235798476757,0.7245350978511703,0.8512094945117615,10,1.0,9
I-II,0,normal-vs-normal,T cell CD8 terminally exhausted,IL32,10,0.7653531075870477,0.6522134865367875,0.8212702986237181,10,1.0,10
I-II,0,normal-vs-normal,T cell NK-like,NKG7,10,0.9107910234978039,0.7953531440374879,0.949249667330535,10,1.0,1
I-II,0,normal-vs-normal,T cell NK-like,CCL5,10,0.9017481970887327,0.8391132586535863,0.9731900802672503,10,1.0,2
I-II,0,normal-vs-normal,T cell NK-like,TRBC2,10,0.7461462729553714,0.6505643222269083,0.9522805321293126,10,1.0,3
I-II,0,normal-vs-normal,T cell NK-like,TRAC,10,0.7437545058695514,0.66162753155773,0.9657085927591813,10,1.0,4
I-II,0,normal-vs-normal,T cell NK-like,CD8A,10,0.7350994863811249,0.6621049156334914,0.8719631993326701,10,1.0,5
I-II,0,normal-vs-normal,T cell NK-like,GZMH,9,0.8495863003410515,0.7120396147939784,0.9389405452781866,10,0.9,6
I-II,0,normal-vs-normal,T cell NK-like,GZMA,9,0.8119205085031878,0.7005500746825034,0.8669969063382422,10,0.9,7
I-II,0,normal-vs-normal,T cell NK-like,CST7,9,0.801048101653277,0.6670315140953064,0.9016720056662832,10,0.9,8
I-II,0,normal-vs-normal,T cell NK-like,IL32,9,0.7736660560175674,0.7182793246533751,0.8992579825959524,10,0.9,9
I-II,0,normal-vs-normal,T cell NK-like,CD3E,9,0.7554506401294854,0.6639199988931583,0.8411985509547028,10,0.9,10
I-II,0,normal-vs-normal,T cell regulatory,TRAC,11,0.8475921108185449,0.7970985722423615,0.9031168515473932,11,1.0,1
I-II,0,normal-vs-normal,T cell regulatory,IL32,11,0.8152827826382701,0.7318921105506861,0.9090561691200775,11,1.0,2
I-II,0,normal-vs-normal,T cell regulatory,CD2,11,0.7911785539200603,0.6945157583909042,0.8457506757977673,11,1.0,3
I-II,0,normal-vs-normal,T cell regulatory,CD3D,11,0.7893611627783944,0.6535487906281364,0.8725553390259186,11,1.0,4
I-II,0,normal-vs-normal,T cell regulatory,TIGIT,11,0.7741357926976679,0.7114099074628165,0.8734287165025372,11,1.0,5
I-II,0,normal-vs-normal,T cell regulatory,TRBC2,11,0.7738110442499785,0.7275703036028498,0.8628360913510029,11,1.0,6
I-II,0,normal-vs-normal,T cell regulatory,SPOCK2,11,0.7725336179027112,0.6947281693695608,0.8771317258211582,11,1.0,7
I-II,0,normal-vs-normal,T cell regulatory,LTB,11,0.7492055686701857,0.6529643629584246,0.864917695733833,11,1.0,8
I-II,0,normal-vs-normal,T cell regulatory,CD3E,10,0.7486294064843846,0.6700010718794432,0.8251407109211085,11,0.9090909090909091,9
I-II,0,normal-vs-normal,T cell regulatory,CTLA4,10,0.7258713624589259,0.6582103796957691,0.8085618365124717,11,0.9090909090909091,10
I-II,0,normal-vs-normal,cDC1,HLA-DPB1,10,0.9603066914871302,0.933860626996945,0.9972019632687208,10,1.0,1
I-II,0,normal-vs-normal,cDC1,HLA-DPA1,10,0.9508347644116213,0.9141515784828208,0.9936559027101496,10,1.0,2
I-II,0,normal-vs-normal,cDC1,CD74,10,0.9353421499237294,0.8769055473753172,0.9814688896444239,10,1.0,3
I-II,0,normal-vs-normal,cDC1,CST3,10,0.9295930723721908,0.8685735193301984,0.9727190282376817,10,1.0,4
I-II,0,normal-vs-normal,cDC1,HLA-DRA,10,0.9283127866969695,0.9016949475017935,0.9603553209962941,10,1.0,5
I-II,0,normal-vs-normal,cDC1,HLA-DQB1,10,0.9228559932126202,0.8725103795557047,0.9809653552676423,10,1.0,6
I-II,0,normal-vs-normal,cDC1,HLA-DQA1,10,0.9219012698493986,0.8615115493483579,0.9828076690403595,10,1.0,7
I-II,0,normal-vs-normal,cDC1,TMSB4X,10,0.9149213749768987,0.821013863121318,0.9769977037143274,10,1.0,8
I-II,0,normal-vs-normal,cDC1,SNX3,10,0.90843546548612,0.8069047914758596,0.9987255023174868,10,1.0,9
I-II,0,normal-vs-normal,cDC1,CPVL,10,0.9067647973976778,0.8493617147358884,0.9686165993207059,10,1.0,10
I-II,0,normal-vs-normal,cDC2,HLA-DPB1,11,0.9369801973280381,0.9085801890882573,0.9518191442772095,11,1.0,1
I-II,0,normal-vs-normal,cDC2,HLA-DQB1,11,0.9342440733837178,0.9098109613180714,0.9572203419371759,11,1.0,2
I-II,0,normal-vs-normal,cDC2,HLA-DPA1,11,0.9341230193967309,0.910748162623303,0.9520683614824242,11,1.0,3
I-II,0,normal-vs-normal,cDC2,HLA-DRA,11,0.9337503184145298,0.9033755165702776,0.9527055205355942,11,1.0,4
I-II,0,normal-vs-normal,cDC2,HLA-DQA1,11,0.9178853048826031,0.8744236028951741,0.9496024775830888,11,1.0,5
I-II,0,normal-vs-normal,cDC2,CD74,11,0.9173701471255838,0.8933100825649086,0.9411013132681595,11,1.0,6
I-II,0,normal-vs-normal,cDC2,HLA-DRB1,11,0.9137919141872503,0.8513765030041286,0.9527194488932343,11,1.0,7
I-II,0,normal-vs-normal,cDC2,LST1,11,0.8856997947541267,0.816231775902733,0.9152165025868005,11,1.0,8
I-II,0,normal-vs-normal,cDC2,AIF1,11,0.885271584935041,0.7479851089286383,0.925441483430114,11,1.0,9
I-II,0,normal-vs-normal,cDC2,CST3,11,0.884683051185495,0.8423592175328557,0.9158550111980072,11,1.0,10
I-II,0,normal-vs-normal,myeloid dividing,TUBA1B,11,0.9346688365999595,0.897819817405611,0.9825877363531055,11,1.0,1
I-II,0,normal-vs-normal,myeloid dividing,AIF1,11,0.9264556497076704,0.8904003016049967,0.9844040794302568,11,1.0,2
I-II,0,normal-vs-normal,myeloid dividing,HMGN2,11,0.9262980371510274,0.8728810109821632,0.9776902593317793,11,1.0,3
I-II,0,normal-vs-normal,myeloid dividing,MS4A6A,11,0.9174258460241757,0.8694887034764882,0.9789147084504106,11,1.0,4
I-II,0,normal-vs-normal,myeloid dividing,TUBB,11,0.9157188257334252,0.8613262136946221,0.9660490773871054,11,1.0,5
I-II,0,normal-vs-normal,myeloid dividing,S100A11,11,0.9144129536306614,0.8597131454493259,0.9605184203281567,11,1.0,6
I-II,0,normal-vs-normal,myeloid dividing,STMN1,11,0.9132832943855839,0.870055693024329,0.9610397363601436,11,1.0,7
I-II,0,normal-vs-normal,myeloid dividing,HLA-DRA,11,0.9124467800388824,0.8681866100660302,0.9824373135775126,11,1.0,8
I-II,0,normal-vs-normal,myeloid dividing,CD74,11,0.9076812939181621,0.8702601803232352,0.9774967842403605,11,1.0,9
I-II,0,normal-vs-normal,myeloid dividing,CAPG,11,0.9076496051128562,0.8295820773298642,0.9467869888938536,11,1.0,10
I-II,0,normal-vs-normal,pDC,GZMB,10,0.9217484868078776,0.7122086298713357,0.9762155789728835,10,1.0,1
I-II,0,normal-vs-normal,pDC,JCHAIN,10,0.9047185071578256,0.730096744952939,0.9643985720052771,10,1.0,2
I-II,0,normal-vs-normal,pDC,PLAC8,10,0.8926306832185051,0.7293843432141194,0.9749253436281227,10,1.0,3
I-II,0,normal-vs-normal,pDC,IRF7,10,0.8886820106744329,0.6930657568419929,0.9834093933283136,10,1.0,4
I-II,0,normal-vs-normal,pDC,PLD4,10,0.8810979904958127,0.6783249542234739,0.9733709606373474,10,1.0,5
I-II,0,normal-vs-normal,pDC,GPR183,10,0.8792009024963541,0.7156331677067104,0.953961150331438,10,1.0,6
I-II,0,normal-vs-normal,pDC,IRF8,10,0.8605960978340687,0.7084226528922554,0.9635657579262554,10,1.0,7
I-II,0,normal-vs-normal,pDC,LILRA4,10,0.8556718224068867,0.6519914758207651,0.9588922185456571,10,1.0,8
I-II,0,normal-vs-normal,pDC,TCF4,10,0.8468942602431324,0.6639117629688842,0.9443432443267835,10,1.0,9
I-II,0,normal-vs-normal,pDC,IGKC,10,0.8193799572412364,0.7219640924138043,0.9558464691273036,10,1.0,10
I-II,0,normal-vs-normal,stromal dividing,SPARC,4,0.9804245679568832,0.964300275117291,0.9959494574735066,4,1.0,1
I-II,0,normal-vs-normal,stromal dividing,COL1A2,4,0.9781493691405467,0.9473701024037902,0.9950296561542513,4,1.0,2
I-II,0,normal-vs-normal,stromal dividing,LGALS1,4,0.9654222876196485,0.9109053370208954,0.9977084868998858,4,1.0,3
I-II,0,normal-vs-normal,stromal dividing,BGN,4,0.9632299100340396,0.9213038538925267,0.9972058511010793,4,1.0,4
I-II,0,normal-vs-normal,stromal dividing,CALU,4,0.96025387709955,0.8944890268746958,0.9990822703560613,4,1.0,5
I-II,0,normal-vs-normal,stromal dividing,COL6A2,4,0.956325153257783,0.9313944021679167,0.9867560387315543,4,1.0,6
I-II,0,normal-vs-normal,stromal dividing,TPM1,4,0.9561565411341475,0.8888860131535097,0.9942022416643447,4,1.0,7
I-II,0,normal-vs-normal,stromal dividing,COL3A1,4,0.9535232852420112,0.8516545914637316,0.9955106567901439,4,1.0,8
I-II,0,normal-vs-normal,stromal dividing,COL1A1,4,0.9518462488804375,0.8603276339827927,0.9959515737581568,4,1.0,9
I-II,0,normal-vs-normal,stromal dividing,COL5A1,4,0.9474715749580316,0.8662563732542695,0.9943883225361722,4,1.0,10
I-II,0,tumor-vs-all,AT1,GPRC5A,10,0.8999742116916467,0.7729680398987826,0.9761056019633009,10,1.0,1
I-II,0,tumor-vs-all,AT1,EMP2,10,0.8897289225387233,0.8326821331210961,0.9604523331558891,10,1.0,2
I-II,0,tumor-vs-all,AT1,LMO7,10,0.8720518056681993,0.7088936423414771,0.973093533825982,10,1.0,3
I-II,0,tumor-vs-all,AT1,KRT7,10,0.8699586011848203,0.757060280824383,0.9487277250966725,10,1.0,4
I-II,0,tumor-vs-all,AT1,CAV1,10,0.8277582266469545,0.6508530663069308,0.960605624613171,10,1.0,5
I-II,0,tumor-vs-all,AT1,CAV2,10,0.8114377366959085,0.6638586842548196,0.8957590300519618,10,1.0,6
I-II,0,tumor-vs-all,AT1,ANXA3,10,0.8031174570607371,0.6774402040682559,0.923519667210611,10,1.0,7
I-II,0,tumor-vs-all,AT1,TSPAN13,10,0.8015875769676809,0.6569476974990368,0.8965605033156709,10,1.0,8
I-II,0,tumor-vs-all,AT1,RNASE1,10,0.7983796823699898,0.7043296181352909,0.8755960116177827,10,1.0,9
I-II,0,tumor-vs-all,AT1,SFTPB,10,0.7638071440358598,0.6811246735685454,0.8909673284014726,10,1.0,10
I-II,0,tumor-vs-all,AT2_ROS1+,MUC1,10,0.8328459924273334,0.7401944950417967,0.9611898749817496,10,1.0,1
I-II,0,tumor-vs-all,AT2_ROS1+,SFTPB,9,0.9186248531795103,0.8633968994155106,0.9806513904584289,10,0.9,2
I-II,0,tumor-vs-all,AT2_ROS1+,NAPSA,9,0.8435450526601067,0.750844957002272,0.9461370768183959,10,0.9,3
I-II,0,tumor-vs-all,AT2_ROS1+,SLC34A2,9,0.8334154686785474,0.7306886928246218,0.9063931977198687,10,0.9,4
I-II,0,tumor-vs-all,AT2_ROS1+,SFTPA2,9,0.8088113122343703,0.6650414082984127,0.9482815208081449,10,0.9,5
I-II,0,tumor-vs-all,AT2_ROS1+,GPRC5A,9,0.8008599678720497,0.6621655899871781,0.9012515755741811,10,0.9,6
I-II,0,tumor-vs-all,AT2_ROS1+,NEAT1,9,0.7932855831342585,0.7120853487002327,0.8953850413365282,10,0.9,7
I-II,0,tumor-vs-all,AT2_ROS1+,ELF3,9,0.7925145013949373,0.7193358258401689,0.9323678165291542,10,0.9,8
