interacting_pair,partner_a,partner_b,gene_a,gene_b,directionality,classification,interacting_cells,significant_mean
ULBP1_NKG2D_II_receptor,simple:Q9BZM6,complex:NKG2D_II_receptor,ULBP1,,Ligand-Receptor,Signaling by Killer Cell Lectin Like Receptor K1,T cell CD4 dividing|NK cell,0.662
HLA-E_KLRC1,simple:P13747,simple:P26715,HLA-E,KLRC1,Ligand-Receptor,Signaling by HLA,T cell CD4 dividing|NK cell,0.594
ULBP2_NKG2D_II_receptor,simple:Q9BZM5,complex:NKG2D_II_receptor,ULBP2,,Ligand-Receptor,Signaling by Killer Cell Lectin Like Receptor K1,T cell CD4 dividing|NK cell,0.616
MICA_NKG2D_II_receptor,simple:Q29983,complex:NKG2D_II_receptor,MICA,,Ligand-Receptor,,T cell CD4 dividing|NK cell,0.617
HLA-C_KIR2DL3,simple:HLAC,simple:P43628,HLA-C,KIR2DL3,Ligand-Receptor,Signaling by HLA,T cell CD4 dividing|NK cell,0.647
HLA-E_CD94:NKG2E,simple:P13747,complex:CD94:NKG2E,HLA-E,,Ligand-Receptor,Signaling by HLA,T cell CD4 dividing|NK cell,0.596
HLA-E_CD94:NKG2A,simple:P13747,complex:CD94:NKG2A,HLA-E,,Ligand-Receptor,Signaling by HLA,T cell CD4 dividing|NK cell,0.594
HLA-E_KLRK1,simple:P13747,simple:P26718,HLA-E,KLRK1,Ligand-Receptor,Signaling by HLA,T cell CD4 dividing|NK cell,0.578
HLA-E_KLRC2,simple:P13747,simple:P26717,HLA-E,KLRC2,Ligand-Receptor,Signaling by HLA,T cell CD4 dividing|NK cell,0.592
MICB_NKG2D_II_receptor,simple:Q29980,complex:NKG2D_II_receptor,MICB,,Ligand-Receptor,,T cell CD4 dividing|NK cell,0.71
RAET1L_NKG2D_II_receptor,simple:Q5VY80,complex:NKG2D_II_receptor,RAET1L,,Ligand-Receptor,Signaling by Killer Cell Lectin Like Receptor K1,T cell CD4 dividing|NK cell,0.705
HLA-E_CD94:NKG2C,simple:P13747,complex:CD94:NKG2C,HLA-E,,Ligand-Receptor,Signaling by HLA,T cell CD4 dividing|NK cell,0.592
CD70_CD27,simple:P32970,simple:P26842,CD70,CD27,Ligand-Receptor,,T cell CD4 dividing|NK cell,0.6
FGL1_LAG3,simple:Q08830,simple:P18627,FGL1,LAG3,Ligand-Receptor,Signaling by Fibroblast growth factor,T cell CD4 dividing|NK cell,0.545
TGFB1_TGFBR3,simple:P01137,simple:Q03167,TGFB1,TGFBR3,Ligand-Receptor,Signaling by Transforming growth factor,T cell CD4 dividing|NK cell,0.626
CXCL13_CXCR5,simple:O43927,simple:P32302,CXCL13,CXCR5,Ligand-Receptor,Signaling by Chemokines,T cell CD4 dividing|NK cell,0.586
IL13_IL13RA2,simple:P35225,simple:Q14627,IL13,IL13RA2,Ligand-Receptor,Signaling by Interleukin,T cell CD4 dividing|NK cell,0.617
IL21_IL21_receptor,simple:Q9HBE4,complex:IL21_receptor,IL21,,Ligand-Receptor,Signaling by Interleukin,T cell CD4 dividing|NK cell,0.663
TNF_TNFRSF1B,simple:P01375,simple:P20333,TNF,TNFRSF1B,Ligand-Receptor,Signaling by Tumor necrosis factor,T cell CD4 dividing|NK cell,0.598
CALCA_RAMP1_complex,simple:P01258,complex:RAMP1_complex,CALCA,,Ligand-Receptor,Signaling by Calcitonin,T cell CD4 dividing|NK cell,0.571
CD177_PECAM1,simple:Q8N6Q3,simple:P16284,CD177,PECAM1,Ligand-Receptor,,T cell CD4 dividing|NK cell,0.609
IL24_IL20_receptor_Type_I,simple:Q13007,complex:IL20_receptor_Type_I,IL24,,Ligand-Receptor,Signaling by Interleukin,T cell CD4 dividing|NK cell,0.597
ULBP1_NKG2D_II_receptor,simple:Q9BZM6,complex:NKG2D_II_receptor,ULBP1,,Ligand-Receptor,Signaling by Killer Cell Lectin Like Receptor K1,Tumor ASP2|NK cell,0.58
ULBP2_NKG2D_II_receptor,simple:Q9BZM5,complex:NKG2D_II_receptor,ULBP2,,Ligand-Receptor,Signaling by Killer Cell Lectin Like Receptor K1,Tumor ASP2|NK cell,0.582
MICA_NKG2D_II_receptor,simple:Q29983,complex:NKG2D_II_receptor,MICA,,Ligand-Receptor,,Tumor ASP2|NK cell,0.595
HLA-C_KIR2DL3,simple:HLAC,simple:P43628,HLA-C,KIR2DL3,Ligand-Receptor,Signaling by HLA,Tumor ASP2|NK cell,0.596
HLA-E_CD94:NKG2E,simple:P13747,complex:CD94:NKG2E,HLA-E,,Ligand-Receptor,Signaling by HLA,Tumor ASP2|NK cell,0.576
HLA-E_CD94:NKG2A,simple:P13747,complex:CD94:NKG2A,HLA-E,,Ligand-Receptor,Signaling by HLA,Tumor ASP2|NK cell,0.574
MICB_NKG2D_II_receptor,simple:Q29980,complex:NKG2D_II_receptor,MICB,,Ligand-Receptor,,Tumor ASP2|NK cell,0.583
RAET1L_NKG2D_II_receptor,simple:Q5VY80,complex:NKG2D_II_receptor,RAET1L,,Ligand-Receptor,Signaling by Killer Cell Lectin Like Receptor K1,Tumor ASP2|NK cell,0.585
HLA-E_CD94:NKG2C,simple:P13747,complex:CD94:NKG2C,HLA-E,,Ligand-Receptor,Signaling by HLA,Tumor ASP2|NK cell,0.572
CXCL1_CXCR2,simple:P09341,simple:P25025,CXCL1,CXCR2,Ligand-Receptor,Signaling by Chemokines,Tumor ASP2|NK cell,0.547
CXCL6_CXCR2,simple:P80162,simple:P25025,CXCL6,CXCR2,Ligand-Receptor,Signaling by Chemokines,Tumor ASP2|NK cell,0.542
MICA_NKG2D_II_receptor,simple:Q29983,complex:NKG2D_II_receptor,MICA,,Ligand-Receptor,,Tumor AT2-like|NK cell,0.59
CX3CL1_CX3CR1,simple:P78423,simple:P49238,CX3CL1,CX3CR1,Ligand-Receptor,Signaling by Chemokines,Tumor AT2-like|NK cell,0.62
FGFR4_TGFBR3,simple:P22455,simple:Q03167,FGFR4,TGFBR3,Receptor-Receptor,,Tumor AT2-like|NK cell,0.591
RAET1L_NKG2D_II_receptor,simple:Q5VY80,complex:NKG2D_II_receptor,RAET1L,,Ligand-Receptor,Signaling by Killer Cell Lectin Like Receptor K1,Tumor AT2-like|NK cell,0.579
CXCL2_CXCR2,simple:P19875,simple:P25025,CXCL2,CXCR2,Ligand-Receptor,Signaling by Chemokines,Tumor AT2-like|NK cell,0.608
MICA_NKG2D_II_receptor,simple:Q29983,complex:NKG2D_II_receptor,MICA,,Ligand-Receptor,,Tumor EMT|NK cell,0.589
RAET1L_NKG2D_II_receptor,simple:Q5VY80,complex:NKG2D_II_receptor,RAET1L,,Ligand-Receptor,Signaling by Killer Cell Lectin Like Receptor K1,Tumor EMT|NK cell,0.579
ProstaglandinE2_byPTGES_PTGER4,complex:ProstaglandinE2_byPTGES,simple:P35408,,PTGER4,Ligand-Receptor,Signaling by Prostaglandin,Tumor EMT|NK cell,0.573
PVR_CD226,simple:P15151,simple:Q15762,PVR,CD226,Ligand-Receptor,Signaling by Poliovirus receptor,Tumor EMT|NK cell,0.595
COL3A1_ADGRG1,simple:P02461,simple:Q9Y653,COL3A1,ADGRG1,Adhesion-Adhesion,Adhesion by Collagen/Integrin,Tumor EMT|NK cell,0.75
ULBP1_NKG2D_II_receptor,simple:Q9BZM6,complex:NKG2D_II_receptor,ULBP1,,Ligand-Receptor,Signaling by Killer Cell Lectin Like Receptor K1,cDC2|NK cell,0.622
CXCL8_CXCR2,simple:P10145,simple:P25025,CXCL8,CXCR2,Ligand-Receptor,Signaling by Chemokines,cDC2|NK cell,0.543
MICA_NKG2D_II_receptor,simple:Q29983,complex:NKG2D_II_receptor,MICA,,Ligand-Receptor,,cDC2|NK cell,0.6
HLA-C_KIR2DL3,simple:HLAC,simple:P43628,HLA-C,KIR2DL3,Ligand-Receptor,Signaling by HLA,cDC2|NK cell,0.573
LipoxinA4_byALOX5_FPR2,complex:LipoxinA4_byALOX5,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,cDC2|NK cell,0.534
MICB_NKG2D_II_receptor,simple:Q29980,complex:NKG2D_II_receptor,MICB,,Ligand-Receptor,,cDC2|NK cell,0.608
ProstaglandinE2_byPTGES2_PTGER4,complex:ProstaglandinE2_byPTGES2,simple:P35408,,PTGER4,Ligand-Receptor,Signaling by Prostaglandin,cDC2|NK cell,0.627
TNFSF18_TNFRSF18,simple:Q9UNG2,simple:Q9Y5U5,TNFSF18,TNFRSF18,Ligand-Receptor,Signaling by Tumor necrosis factor,cDC2|NK cell,0.636
RAET1L_NKG2D_II_receptor,simple:Q5VY80,complex:NKG2D_II_receptor,RAET1L,,Ligand-Receptor,Signaling by Killer Cell Lectin Like Receptor K1,cDC2|NK cell,0.583
PVR_CD226,simple:P15151,simple:Q15762,PVR,CD226,Ligand-Receptor,Signaling by Poliovirus receptor,cDC2|NK cell,0.609
TGFB1_TGFBR3,simple:P01137,simple:Q03167,TGFB1,TGFBR3,Ligand-Receptor,Signaling by Transforming growth factor,cDC2|NK cell,0.657
LeukotrieneC4_byLTC4S_CYSLTR2,complex:LeukotrieneC4_byLTC4S,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,cDC2|NK cell,0.56
AVP_AVPR1A,simple:P01185,simple:P37288,AVP,AVPR1A,Ligand-Receptor,Signaling by Vasopressin,cDC2|NK cell,0.514
TNF_TNFRSF1B,simple:P01375,simple:P20333,TNF,TNFRSF1B,Ligand-Receptor,Signaling by Tumor necrosis factor,cDC2|NK cell,0.596
FCER2_integrin_aXb2_complex,simple:P06734,complex:integrin_aXb2_complex,FCER2,,Receptor-Receptor,Signaling by FC receptor,B cell|Tumor ASP2,0.581
CEACAM6_CEACAM6,simple:P40199,simple:P40199,CEACAM6,CEACAM6,Adhesion-Adhesion,Adhesion by CEAM,Club_AT2/1_high|Tumor ASP2,0.626
CCL19_CCR7,simple:Q99731,simple:P32248,CCL19,CCR7,Ligand-Receptor,Signaling by Chemokines,DC mature|Tumor ASP2,0.665
ProstaglandinE2_byPTGES2_PTGER1,complex:ProstaglandinE2_byPTGES2,simple:P34995,,PTGER1,Ligand-Receptor,Signaling by Prostaglandin,DC mature|Tumor ASP2,0.64
C10orf99_SUSD2,simple:Q6UWK7,simple:Q9UGT4,C10orf99,SUSD2,Ligand-Receptor,,DC mature|Tumor ASP2,0.659
TNFSF13B_TNFRSF13C,simple:Q9Y275,simple:Q96RJ3,TNFSF13B,TNFRSF13C,Ligand-Receptor,Signaling by Tumor necrosis factor,DC mature|Tumor ASP2,0.619
TENM2_ADGRL2,simple:Q9NT68,simple:O95490,TENM2,ADGRL2,Ligand-Receptor,Signaling by Teneurin,DC mature|Tumor ASP2,0.66
LipoxinA4_byALOX12_FPR2,complex:LipoxinA4_byALOX12,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,DC mature|Tumor ASP2,0.656
CCL19_CCRL2,simple:Q99731,simple:O00421,CCL19,CCRL2,Ligand-Receptor,Signaling by Chemokines,DC mature|Tumor ASP2,0.674
TNFSF13B_TNFRSF17,simple:Q9Y275,simple:Q02223,TNFSF13B,TNFRSF17,Ligand-Receptor,Signaling by Tumor necrosis factor,DC mature|Tumor ASP2,0.612
TENM2_ADGRL3,simple:Q9NT68,simple:Q9HAR2,TENM2,ADGRL3,Ligand-Receptor,Signaling by Teneurin,DC mature|Tumor ASP2,0.647
CD200_CD200R1,simple:P41217,simple:Q8TD46,CD200,CD200R1,Ligand-Receptor,,DC mature|Tumor ASP2,0.654
WNT5B_SFRP4,simple:Q9H1J7,simple:Q6FHJ7,WNT5B,SFRP4,Ligand-Ligand,Signaling by WNT inhibition,DC mature|Tumor ASP2,0.661
ProstaglandinE2_byPTGES2_PTGER3,complex:ProstaglandinE2_byPTGES2,simple:P43115,,PTGER3,Ligand-Receptor,Signaling by Prostaglandin,DC mature|Tumor ASP2,0.641
SAA1_FPR2,simple:P0DJI8,simple:P25090,SAA1,FPR2,Ligand-Receptor,,DC mature|Tumor ASP2,0.613
ProstaglandinE2_byPTGES2_PTGER4,complex:ProstaglandinE2_byPTGES2,simple:P35408,,PTGER4,Ligand-Receptor,Signaling by Prostaglandin,DC mature|Tumor ASP2,0.622
WNT5B_FRZB,simple:Q9H1J7,simple:Q92765,WNT5B,FRZB,Ligand-Ligand,Signaling by WNT inhibition,DC mature|Tumor ASP2,0.659
TNFSF18_TNFRSF18,simple:Q9UNG2,simple:Q9Y5U5,TNFSF18,TNFRSF18,Ligand-Receptor,Signaling by Tumor necrosis factor,DC mature|Tumor ASP2,0.662
TNFSF13B_TNFRSF13B,simple:Q9Y275,simple:O14836,TNFSF13B,TNFRSF13B,Ligand-Receptor,Signaling by Tumor necrosis factor,DC mature|Tumor ASP2,0.62
WNT5B_SFRP1,simple:Q9H1J7,simple:Q8N474,WNT5B,SFRP1,Ligand-Ligand,Signaling by WNT inhibition,DC mature|Tumor ASP2,0.665
WNT5B_SFRP2,simple:Q9H1J7,simple:Q96HF1,WNT5B,SFRP2,Ligand-Ligand,Signaling by WNT inhibition,DC mature|Tumor ASP2,0.661
CD70_CD27,simple:P32970,simple:P26842,CD70,CD27,Ligand-Receptor,,DC mature|Tumor ASP2,0.597
CXCL9_CXCR3,simple:Q07325,simple:P49682,CXCL9,CXCR3,Ligand-Receptor,Signaling by Chemokines,DC mature|Tumor ASP2,0.659
CXCL10_CXCR3,simple:P02778,simple:P49682,CXCL10,CXCR3,Ligand-Receptor,Signaling by Chemokines,DC mature|Tumor ASP2,0.648
CRLF2_TSLPR,simple:Q9HC73,complex:TSLPR,CRLF2,,Receptor-Receptor,,DC mature|Tumor ASP2,0.645
CXCL10_DPP4,simple:P02778,simple:P27487,CXCL10,DPP4,Ligand-Receptor,Signaling by Chemokines,DC mature|Tumor ASP2,0.653
CXCL11_CXCR3,simple:O14625,simple:P49682,CXCL11,CXCR3,Ligand-Receptor,Signaling by Chemokines,DC mature|Tumor ASP2,0.655
CXCL9_DPP4,simple:Q07325,simple:P27487,CXCL9,DPP4,Ligand-Receptor,Signaling by Chemokines,DC mature|Tumor ASP2,0.664
CALCA_RAMP1_complex,simple:P01258,complex:RAMP1_complex,CALCA,,Ligand-Receptor,Signaling by Calcitonin,DC mature|Tumor ASP2,0.654
CXCL11_ACKR3,simple:O14625,simple:P25106,CXCL11,ACKR3,Ligand-Receptor,Signaling by Chemokines,DC mature|Tumor ASP2,0.672
CD86_CTLA4,simple:P42081,simple:P16410,CD86,CTLA4,Ligand-Receptor,,DC mature|Tumor ASP2,0.647
CXCL11_DPP4,simple:O14625,simple:P27487,CXCL11,DPP4,Ligand-Receptor,Signaling by Chemokines,DC mature|Tumor ASP2,0.659
SerotoninDopamin_byDDC_HTR3C,complex:SerotoninDopamin_byDDC,simple:Q8WXA8,,HTR3C,Ligand-Receptor,Signaling by Serotonin/Dopamine,DC mature|Tumor ASP2,0.538
WNT5B_WIF1,simple:Q9H1J7,simple:Q9Y5W5,WNT5B,WIF1,Ligand-Ligand,Signaling by WNT inhibition,DC mature|Tumor ASP2,0.664
WNT5B_SFRP5,simple:Q9H1J7,simple:Q5T4F7,WNT5B,SFRP5,Ligand-Ligand,Signaling by WNT inhibition,DC mature|Tumor ASP2,0.664
CCL22_DPP4,simple:O00626,simple:P27487,CCL22,DPP4,Ligand-Receptor,Signaling by Chemokines,DC mature|Tumor ASP2,0.677
IGF1_integrin_a6b4_complex,simple:P05019,complex:integrin_a6b4_complex,IGF1,,Ligand-Receptor,Signaling by Insulin-like growth factor,Endothelial cell lymphatic|Tumor ASP2,0.709
CCL21_CCR7,simple:O00585,simple:P32248,CCL21,CCR7,Ligand-Receptor,Signaling by Chemokines,Endothelial cell lymphatic|Tumor ASP2,0.689
CD34_SELL,simple:P28906,simple:P14151,CD34,SELL,Ligand-Receptor,,Endothelial cell lymphatic|Tumor ASP2,0.656
PGF_FLT1_complex,simple:P49763,complex:FLT1_complex,PGF,,Ligand-Receptor,Signaling by Placenta growth factor,Endothelial cell lymphatic|Tumor ASP2,0.669
PGF_NRP2,simple:P49763,simple:O60462,PGF,NRP2,Ligand-Receptor,Signaling by Placenta growth factor,Endothelial cell lymphatic|Tumor ASP2,0.687
PGF_FLT1,simple:P49763,simple:P17948,PGF,FLT1,Ligand-Receptor,Signaling by Placenta growth factor,Endothelial cell lymphatic|Tumor ASP2,0.669
ANGPT2_TEK,simple:O15123,simple:Q02763,ANGPT2,TEK,Ligand-Receptor,Signaling by Angiopoietin,Endothelial cell lymphatic|Tumor ASP2,0.692
ADM_RAMP3,simple:P35318,simple:O60896,ADM,RAMP3,Ligand-Receptor,Signaling by Adrenomedullin,Endothelial cell lymphatic|Tumor ASP2,0.639
FLRT2_ADGRL3,simple:O43155,simple:Q9HAR2,FLRT2,ADGRL3,Ligand-Receptor,Signaling by Fibronectin,Endothelial cell lymphatic|Tumor ASP2,0.673
PVR_TIGIT,simple:P15151,simple:Q495A1,PVR,TIGIT,Ligand-Receptor,Signaling by Poliovirus receptor,Endothelial cell lymphatic|Tumor ASP2,0.603
PGF_NRP1,simple:P49763,simple:O14786,PGF,NRP1,Ligand-Receptor,Signaling by Placenta growth factor,Endothelial cell lymphatic|Tumor ASP2,0.685
CD34_SELP,simple:P28906,simple:P16109,CD34,SELP,Ligand-Receptor,,Endothelial cell lymphatic|Tumor ASP2,0.669
CD200_CD200R1,simple:P41217,simple:Q8TD46,CD200,CD200R1,Ligand-Receptor,,Endothelial cell lymphatic|Tumor ASP2,0.646
JAG1_NOTCH3,simple:P78504,simple:Q9UM47,JAG1,NOTCH3,Ligand-Receptor,Signaling by Notch,Endothelial cell lymphatic|Tumor ASP2,0.67
CDH5_CDH5,simple:P33151,simple:P33151,CDH5,CDH5,Adhesion-Adhesion,Adhesion by Cadherin,Endothelial cell lymphatic|Tumor ASP2,0.674
PODXL_SELL,simple:O00592,simple:P14151,PODXL,SELL,Receptor-Receptor,Signaling by Podocalyxin-like protein,Endothelial cell lymphatic|Tumor ASP2,0.631
SHH_PTCH_CDON_transmembrane_receptor,simple:Q15465,complex:PTCH_CDON_transmembrane_receptor,SHH,,Ligand-Receptor,Signaling by Sonic hedgehog,Endothelial cell lymphatic|Tumor ASP2,0.518
ProstaglandinD2_byAKR1C3_PTGFR,complex:ProstaglandinD2_byAKR1C3,simple:P43088,,PTGFR,Ligand-Receptor,Signaling by Prostaglandin,Endothelial cell lymphatic|Tumor ASP2,0.662
SEMA3A_NRP1,simple:Q14563,simple:O14786,SEMA3A,NRP1,Ligand-Receptor,Signaling by Semaphorin,Endothelial cell lymphatic|Tumor ASP2,0.703
CLU_TREM2_receptor,simple:P10909,complex:TREM2_receptor,CLU,,Ligand-Receptor,,Endothelial cell lymphatic|Tumor ASP2,0.633
PECAM1_CD38,simple:P16284,simple:P28907,PECAM1,CD38,Receptor-Receptor,,Endothelial cell lymphatic|Tumor ASP2,0.628
CEACAM1_CEACAM6,simple:P13688,simple:P40199,CEACAM1,CEACAM6,Adhesion-Adhesion,Adhesion by CEAM,Endothelial cell lymphatic|Tumor ASP2,0.718
PVR_CD226,simple:P15151,simple:Q15762,PVR,CD226,Ligand-Receptor,Signaling by Poliovirus receptor,Endothelial cell lymphatic|Tumor ASP2,0.608
PDGFB_PDGFRB,simple:P01127,simple:P09619,PDGFB,PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,Endothelial cell lymphatic|Tumor ASP2,0.626
NTN4_NTRK2,simple:Q9HB63,simple:Q16620,NTN4,NTRK2,Ligand-Receptor,Signaling by Netrin,Endothelial cell lymphatic|Tumor ASP2,0.68
GJA1_GJA5,simple:P17302,simple:P36382,GJA1,GJA5,Gap-Gap,Adhesion by GAP junction,Endothelial cell lymphatic|Tumor ASP2,0.672
GAS6_AXL,simple:Q14393,simple:P30530,GAS6,AXL,Ligand-Receptor,Signaling by Growth arrest,Endothelial cell lymphatic|Tumor ASP2,0.632
atRetinoicAcid_byALDH1A1_RAreceptor_RXRB,complex:atRetinoicAcid_byALDH1A1,complex:RAreceptor_RXRB,,,Ligand-Receptor,Signaling by Retinoic Acid,Endothelial cell lymphatic|Tumor ASP2,0.678
EFNA1_EPHA3,simple:P20827,simple:P29320,EFNA1,EPHA3,Ligand-Receptor,Signaling by Ephrin,Endothelial cell lymphatic|Tumor ASP2,0.672
CCL14_CCR1,simple:Q16627,simple:P32246,CCL14,CCR1,Ligand-Receptor,Signaling by Chemokines,Endothelial cell lymphatic|Tumor ASP2,0.678
EFNA1_EPHA2,simple:P20827,simple:P29317,EFNA1,EPHA2,Ligand-Receptor,Signaling by Ephrin,Endothelial cell lymphatic|Tumor ASP2,0.698
APP_TREM2_receptor,simple:P05067,complex:TREM2_receptor,APP,,Ligand-Receptor,Signaling by Amyloid-beta precursor protein,Endothelial cell lymphatic|Tumor ASP2,0.649
EFNA5_EPHA3,simple:P52803,simple:P29320,EFNA5,EPHA3,Ligand-Receptor,Signaling by Ephrin,Endothelial cell lymphatic|Tumor ASP2,0.686
PDGFB_PDGFRA,simple:P01127,simple:P16234,PDGFB,PDGFRA,Ligand-Receptor,Signaling by Platelet-derived growth factor,Endothelial cell lymphatic|Tumor ASP2,0.637
CCL28_CCR10,simple:Q9NRJ3,simple:P46092,CCL28,CCR10,Ligand-Receptor,Signaling by Chemokines,Endothelial cell lymphatic|Tumor ASP2,0.607
GJA1_GJA1,simple:P17302,simple:P17302,GJA1,GJA1,Gap-Gap,Adhesion by GAP junction,Endothelial cell lymphatic|Tumor ASP2,0.691
MDK_PTPRZ1,simple:P21741,simple:P23471,MDK,PTPRZ1,Ligand-Receptor,Signaling by Midkine,Endothelial cell lymphatic|Tumor ASP2,0.676
IL24_IL20_receptor_Type_I,simple:Q13007,complex:IL20_receptor_Type_I,IL24,,Ligand-Receptor,Signaling by Interleukin,Endothelial cell lymphatic|Tumor ASP2,0.59
APP_TNFRSF21,simple:P05067,simple:O75509,APP,TNFRSF21,Ligand-Receptor,Signaling by Amyloid-beta precursor protein,Endothelial cell lymphatic|Tumor ASP2,0.709
SEMA3A_PlexinA1_complex3,simple:Q14563,complex:PlexinA1_complex3,SEMA3A,,Ligand-Receptor,Signaling by Semaphorin,Endothelial cell lymphatic|Tumor ASP2,0.703
CEACAM1_SELE,simple:P13688,simple:P16581,CEACAM1,SELE,Adhesion-Adhesion,Adhesion by CEAM,Endothelial cell lymphatic|Tumor ASP2,0.671
CEACAM1_CEACAM8,simple:P13688,simple:P31997,CEACAM1,CEACAM8,Adhesion-Adhesion,Adhesion by CEAM,Endothelial cell lymphatic|Tumor ASP2,0.681
PDGFB_PDGFR_complex,simple:P01127,complex:PDGFR_complex,PDGFB,,Ligand-Receptor,Signaling by Platelet-derived growth factor,Endothelial cell lymphatic|Tumor ASP2,0.626
EFNA5_EPHA2,simple:P52803,simple:P29317,EFNA5,EPHA2,Ligand-Receptor,Signaling by Ephrin,Endothelial cell lymphatic|Tumor ASP2,0.712
APP_FPR2,simple:P05067,simple:P25090,APP,FPR2,Ligand-Receptor,Signaling by Amyloid-beta precursor protein,Endothelial cell lymphatic|Tumor ASP2,0.667
APLN_APLNR,simple:Q9ULZ1,simple:P35414,APLN,APLNR,Ligand-Receptor,Signaling by Apelin,Endothelial cell venous|Tumor ASP2,0.642
LipoxinA4_byALOX12_FPR2,complex:LipoxinA4_byALOX12,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Endothelial cell venous|Tumor ASP2,0.606
DLL4_NOTCH3,simple:Q9NR61,simple:Q9UM47,DLL4,NOTCH3,Ligand-Receptor,Signaling by Notch,Endothelial cell venous|Tumor ASP2,0.675
HLA-E_CD94:NKG2A,simple:P13747,complex:CD94:NKG2A,HLA-E,,Ligand-Receptor,Signaling by HLA,Endothelial cell venous|Tumor ASP2,0.578
CD200_CD200R1,simple:P41217,simple:Q8TD46,CD200,CD200R1,Ligand-Receptor,,Endothelial cell venous|Tumor ASP2,0.623
JAG1_NOTCH3,simple:P78504,simple:Q9UM47,JAG1,NOTCH3,Ligand-Receptor,Signaling by Notch,Endothelial cell venous|Tumor ASP2,0.659
CCL23_FPR2,simple:P55773,simple:P25090,CCL23,FPR2,Ligand-Receptor,Signaling by Chemokines,Endothelial cell venous|Tumor ASP2,0.624
GJC1_GJC1,simple:P36383,simple:P36383,GJC1,GJC1,Gap-Gap,Adhesion by GAP junction,Endothelial cell venous|Tumor ASP2,0.542
CSF3_CSF3R,simple:P09919,simple:Q99062,CSF3,CSF3R,Ligand-Receptor,Signaling by Colony-Stimulating factor,Endothelial cell venous|Tumor ASP2,0.636
CCL15_CCR1,simple:Q16663,simple:P32246,CCL15,CCR1,Ligand-Receptor,Signaling by Chemokines,Endothelial cell venous|Tumor ASP2,0.635
CCL23_CCR1,simple:P55773,simple:P32246,CCL23,CCR1,Ligand-Receptor,Signaling by Chemokines,Endothelial cell venous|Tumor ASP2,0.621
TF_TFRC,simple:P02787,simple:P02786,TF,TFRC,Ligand-Receptor,Signaling by Transferrin,Endothelial cell venous|Tumor ASP2,0.632
PECAM1_CD38,simple:P16284,simple:P28907,PECAM1,CD38,Receptor-Receptor,,Endothelial cell venous|Tumor ASP2,0.637
RSPO3_LGR5,simple:Q9BXY4,simple:O75473,RSPO3,LGR5,Ligand-Receptor,Signaling by R-spondin,Endothelial cell venous|Tumor ASP2,0.619
EDN1_EDNRA,simple:P05305,simple:P25101,EDN1,EDNRA,Ligand-Receptor,Signaling by Endothelin,Endothelial cell venous|Tumor ASP2,0.648
PDGFB_PDGFRB,simple:P01127,simple:P09619,PDGFB,PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,Endothelial cell venous|Tumor ASP2,0.629
NTN4_NTRK2,simple:Q9HB63,simple:Q16620,NTN4,NTRK2,Ligand-Receptor,Signaling by Netrin,Endothelial cell venous|Tumor ASP2,0.653
TGM2_ADGRG1,simple:P21980,simple:Q9Y653,TGM2,ADGRG1,Ligand-Receptor,,Endothelial cell venous|Tumor ASP2,0.65
CCL14_CCR1,simple:Q16627,simple:P32246,CCL14,CCR1,Ligand-Receptor,Signaling by Chemokines,Endothelial cell venous|Tumor ASP2,0.638
EFNA1_EPHA2,simple:P20827,simple:P29317,EFNA1,EPHA2,Ligand-Receptor,Signaling by Ephrin,Endothelial cell venous|Tumor ASP2,0.657
LeukotrieneE4_byDPEP1_CYSLTR2,complex:LeukotrieneE4_byDPEP1,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Endothelial cell venous|Tumor ASP2,0.63
fibrinogen_integrin_aXb2_complex,complex:fibrinogen,complex:integrin_aXb2_complex,,,Ligand-Receptor,Adhesion by Fibribogen,Endothelial cell venous|Tumor ASP2,0.584
PDGFB_PDGFRA,simple:P01127,simple:P16234,PDGFB,PDGFRA,Ligand-Receptor,Signaling by Platelet-derived growth factor,Endothelial cell venous|Tumor ASP2,0.64
ENTPD1_ADORA3,simple:P49961,simple:P0DMS8,ENTPD1,ADORA3,Ligand-Receptor,Signaling by Ectonucleoside,Endothelial cell venous|Tumor ASP2,0.6
PDGFB_PDGFR_complex,simple:P01127,complex:PDGFR_complex,PDGFB,,Ligand-Receptor,Signaling by Platelet-derived growth factor,Endothelial cell venous|Tumor ASP2,0.629
CDH7_CDH7,simple:Q9ULB5,simple:Q9ULB5,CDH7,CDH7,Adhesion-Adhesion,Adhesion by Cadherin,Endothelial cell venous|Tumor ASP2,0.643
DLL4_NOTCH2,simple:Q9NR61,simple:Q04721,DLL4,NOTCH2,Ligand-Receptor,Signaling by Notch,Endothelial cell venous|Tumor ASP2,0.653
CXCL5_CXCR1,simple:P42830,simple:P25024,CXCL5,CXCR1,Ligand-Receptor,Signaling by Chemokines,Macrophage alveolar|Tumor ASP2,0.604
